"sezioni";"codici";"titoli_corti";"titoli";"l"
"S";"9491";"Att. delle organ. religiose";"Attività delle organizzazioni religiose";4
"S";"9492";"Att. delle organizzazioni politiche";"Attività delle organizzazioni politiche";4
"S";"9499";"Att. di altre organ. associative nca";"Attività di altre organizzazioni associative n.c.a.";4
"S";"9511";"Ripar. di computer, di unità periferiche";"Riparazione di computer e di unità periferiche";4
"S";"9512";"Ripar. di app. per le comunicazioni";"Riparazione di apparecchiature per le comunicazioni";4
"S";"9521";"Ripar. di prod. di el. di consumo";"Riparazione di prodotti di elettronica di consumo";4
"S";"9522";"Ripar. di elettrodomestici";"Riparazione di elettrodomestici e di articoli per la casa e il giardinaggio";4
"S";"9523";"Ripar. di calzature e art. in pelle";"Riparazione di calzature e articoli in pelle";4
"S";"9524";"Ripar. di mobili e di oggetti di arred.";"Riparazione di mobili e di oggetti di arredamento";4
"S";"9525";"Ripar. di orologi e di gioielli";"Riparazione di orologi e di gioielli";4
"S";"9529";"Ripar. di altri beni per uso pers.";"Riparazione di altri beni per uso personale e per la casa";4
"S";"9601";"Lavanderia e pulitura di art. tessili";"Lavanderia e pulitura (a secco) di articoli tessili e pellicce";4
"S";"9602";"Parrucchieri e altri tratt. di bellezza";"Parrucchieri e altri trattamenti di bellezza";4
"S";"9603";"Serv. di pompe funebri e att. conn.";"Servizi di pompe funebri e attività connesse";4
"S";"9604";"Att. d. istituti per il benessere fisico";"Attività degli istituti per il benessere fisico";4
"S";"9609";"Altre att. di servizi pers. nca";"Altre attività di servizi personali n.c.a.";4
"T";"9700";"Att. di fam. e conv. come datori di lav.";"Attività di famiglie e convivenze come datori di lavoro per personale domestico";4
"T";"9810";"Prod. di beni indiff. per uso proprio";"Produzione di beni indifferenziati per uso proprio da parte di famiglie e convivenze";4
"T";"9820";"Prod. di serv. indiff. per uso proprio";"Produzione di servizi indifferenziati per uso proprio da parte di famiglie e convivenze";4
"U";"9900";"Att. di organ. e organismi extraterr.";"Attività di organizzazioni e organismi extraterritoriali";4
