"sezioni";"codici";"titoli_corti";"titoli";"l"
"K";"649100";"Leasing finanziario";"Leasing finanziario";6
"K";"649201";"Istituti di credito al consumo";"Istituti di credito al consumo";6
"K";"649202";"Altri istituti di credito speciale";"Altri istituti di credito speciale";6
"K";"649901";"Società d'investimento";"Società d'investimento";6
"K";"649902";"Att. di tresoreria in un grup. d'impresa";"Attività di tesoreria in un gruppo d'impresa";6
"K";"649903";"Altri istituti finanziari nca";"Altri istituti finanziari n.c.a.";6
"K";"651100";"Assicurazioni sulla vita";"Assicurazioni sulla vita";6
"K";"651201";"Assic. contro gli infortuni (INSAI)";"Assicurazione contro gli infortuni (INSAI)";6
"K";"651202";"Assic. contro gli infortuni e i danni";"Assicurazioni contro gli infortuni e i danni";6
"K";"651203";"Casse malati";"Casse malati";6
"K";"651204";"Altre assic. nca";"Altre assicurazioni (escluse le assicurazioni sociali) n.c.a.";6
"K";"652000";"Riassicurazioni";"Riassicurazioni";6
"K";"653000";"Fondi pensione";"Fondi pensione";6
"K";"661100";"Amm. di mercati finanziari";"Amministrazione di mercati finanziari";6
"K";"661200";"Att. di neg. di contrat. relat. a titoli";"Attività di negoziazione di contratti relativi a titoli e merci";6
"K";"661900";"Altre att. aus. dei serv. finanziari";"Altre attività ausiliarie dei servizi finanziari (escluse le assicurazioni e i fondi pensione)";6
"K";"662100";"Valutazione dei rischi e dei danni";"Valutazione dei rischi e dei danni";6
"K";"662200";"Att. di agenti e intermediari d. assic.";"Attività di agenti e intermediari delle assicurazioni";6
"K";"662901";"Casse di compensazione";"Casse di compensazione";6
"K";"662902";"A. att. d. assic. e d. fondi pens. nca";"Altre attività ausiliarie delle assicurazioni e dei fondi pensione n.c.a.";6
"K";"663001";"Gestione di fondi";"Gestione di fondi";6
"K";"663002";"Att. di gestione dei fondi";"Attività di gestione dei fondi";6
"L";"681000";"Compravendita di beni imm.";"Compravendita di beni immobili effettuata su beni propri";6
"L";"682001";"Affitto e gest. di terreni propri";"Affitto e gestione di terreni propri o in locazione";6
"L";"682002";"Affitto e gestione di abit. proprie";"Affitto e gestione di abitazioni proprie o in locazione";6
"L";"683100";"Agenzie di mediazione imm.";"Agenzie di mediazione immobiliare";6
"L";"683200";"Gestione di immobili per conto terzi";"Gestione di immobili per conto terzi";6
"M";"691001";"Attività degli studi legali e notarili";"Attività degli studi legali e notarili";6
"M";"691002";"Consulenza legale in proprietà ind.";"Consulenza legale in proprietà industriale, brevetti e diritti d'autore";6
"M";"692000";"Contabilità, contr. e rev. contabile";"Contabilità, controllo e revisione contabile, consulenza in materia fiscale; fiduciarie";6
"M";"701001";"Att. delle sedi centrali d. società fin.";"Attività delle sedi centrali delle società finanziarie";6
"M";"701002";"Att. delle sedi centrali d. a. società";"Attività delle sedi centrali delle altre società";6
"M";"702100";"Pubbliche relazioni e comunicazione";"Pubbliche relazioni e comunicazione";6
"M";"702200";"A. att. di consulenza amm.-gestionale";"Altre attività di consulenza amministrativo-gestionale";6
"M";"711101";"Studi di architettura";"Studi di architettura";6
"M";"711102";"Studi di pianificazione territoriale";"Studi di pianificazione territoriale";6
"M";"711103";"Studi di architettura del paesaggio";"Studi di architettura del paesaggio";6
"M";"711201";"Studi d'ingegneria civile";"Studi d'ingegneria civile";6
"M";"711202";"Studi d'ing. e d. impianti tecnici edili";"Studi d'ingegneria degli impianti tecnici edili";6
"M";"711203";"Altri studi d'ingegneria";"Altri studi d'ingegneria";6
"M";"711204";"Studi di geometri";"Studi di geometri";6
"M";"711205";"A. att. di consulenza tecnica";"Altre attività di consulenza tecnica";6
"M";"712000";"Collaudi e analisi tecniche";"Collaudi e analisi tecniche";6
"M";"721100";"R-S sperim. nel set. della biotecnologia";"Ricerca e sviluppo sperimentale nel settore della biotecnologia";6
"M";"721900";"A. R-S sperim. nel campo d. scienze nat.";"Altre ricerche e sviluppi sperimentali nel campo delle scienze naturali e dell'ingegneria";6
"M";"722000";"R-S sperim. nel campo d. scienze soc.";"Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche";6
"M";"731100";"Agenzie pubblicitarie";"Agenzie pubblicitarie";6
"M";"731200";"Att. d. concessionarie pubblicitarie";"Attività delle concessionarie pubblicitarie";6
"M";"732000";"Ricerche di mercato, sond. di opinione";"Ricerche di mercato e sondaggi di opinione";6
"M";"741001";"Design ind. e dei prodotti";"Design industriale e dei prodotti";6
"M";"741002";"Design grafico e comunicazione visiva";"Design grafico e comunicazione visiva";6
"M";"741003";"Architettura d'interni, design d. spazio";"Architettura d'interni e design dello spazio";6
"M";"742001";"Studi fotografici";"Studi fotografici";6
"M";"742002";"Laboratori fotografici";"Laboratori fotografici";6
"M";"743000";"Traduzioni e interpretariato";"Traduzioni e interpretariato";6
"M";"749000";"A. att. prof., scientifiche e tecn. nca";"Altre attività professionali, scientifiche e tecniche n.c.a.";6
"M";"750000";"Servizi veterinari";"Servizi veterinari";6
"N";"771100";"Nol. e leasing di automobili e autov.";"Noleggio e leasing di automobili e autoveicoli leggeri";6
"N";"771200";"Noleggio e leasing di autocarri";"Noleggio e leasing di autocarri";6
"N";"772100";"Noleggio e leasing di art. sportivi";"Noleggio e leasing di articoli sportivi e per il tempo libero";6
"N";"772200";"Noleggio di videocassette, DVD";"Noleggio di videocassette, DVD";6
"N";"772900";"Nol. e leasing di a. beni per uso pers.";"Noleggio e leasing di altri beni per uso personale e per la casa";6
"N";"773100";"Nol. e leasing di macch. e attrezz. agr.";"Noleggio e leasing di macchine e attrezzature agricole";6
"N";"773200";"Noleggio e leasing di macchine";"Noleggio e leasing di macchine e attrezzature per lavori edili e di genio civile";6
"N";"773300";"Noleggio e leasing di macchine";"Noleggio e leasing di macchine e attrezzature per ufficio (inclusi i computer)";6
"N";"773400";"Nol., leasing di mezzi di trasp. maritt.";"Noleggio e leasing di mezzi di trasporto marittimi e fluviali";6
"N";"773500";"Nol. e leasing di mezzi di trasp. aerei";"Noleggio e leasing di mezzi di trasporto aerei";6
"N";"773900";"Nol. e leasing di altre macchine";"Noleggio e leasing di altre macchine, attrezzature e beni materiali n.c.a.";6
"N";"774000";"Leasing di prod. di proprietà intellet.";"Leasing di prodotti di proprietà intellettuale e simili, ad eccezione delle opere soggette a diritto d'autore";6
"N";"781000";"Att. di agenzie di collocamento";"Attività di agenzie di collocamento";6
"N";"782000";"Att. di agenzie di lav. interinale";"Attività di agenzie di lavoro interinale";6
"N";"783000";"Altre att. di fornitura di risorse umane";"Altre attività di fornitura di risorse umane";6
"N";"791100";"Att. delle agenzie di viaggio";"Attività delle agenzie di viaggio";6
"N";"791200";"Att. dei tour operator";"Attività dei tour operator";6
"N";"799001";"Serv. di prenot. per alloggi turistici";"Servizi di prenotazione per alloggi turistici";6
"N";"799002";"A. serv. di prenotazione e att. conn.";"Altri servizi di prenotazione e attività connesse";6
"N";"801000";"Servizi di vigilanza privata";"Servizi di vigilanza privata";6
"N";"802000";"Att. d. serv. conn. ai sistemi di vigil.";"Attività dei servizi connessi ai sistemi di vigilanza";6
"N";"803000";"Servizi investigativi";"Servizi investigativi";6
"N";"811000";"Serv. di assistenza integrata agli edif.";"Servizi di assistenza integrata agli edifici; facility management";6
"N";"812100";"Pulizia generale di edifici";"Pulizia generale di edifici";6
"N";"812201";"Pulizia di camini";"Pulizia di camini";6
"N";"812202";"A. att. di pulizia ind. e di edifici";"Altre attività di pulizia industriale e di edifici";6
"N";"812900";"Altre attività di pulizia";"Altre attività di pulizia";6
"N";"813000";"Att. di sistemazione del paesaggio";"Attività di sistemazione del paesaggio";6
"N";"821100";"Servizi amministrativi integrati";"Attività combinata dei servizi amministrativi d'ufficio";6
"N";"821901";"Servizi di segreteria";"Servizi di segreteria";6
"N";"821902";"Stampa rapida";"Stampa rapida";6
"N";"822000";"Attività dei call center";"Attività dei call center";6
"N";"823000";"Organ. di convegni e fiere";"Organizzazione di convegni e fiere";6
"N";"829100";"Att. di agenzie di recupero crediti";"Attività di agenzie di recupero crediti";6
"N";"829200";"Attività di imballaggio";"Attività di imballaggio";6
"N";"829900";"A. serv. di supporto alle imprese nca";"Altri servizi di supporto alle imprese n.c.a.";6
"O";"841100";"Att. gen. di amministrazione pubblica";"Attività generali di amministrazione pubblica";6
"O";"841200";"Amm. pubbl. d. sanità, d. istr. d. cult.";"Amministrazione pubblica della sanità, dell'istruzione, della cultura e dei servizi sociali";6
"O";"841300";"Amm. pubbl. riv. a. regol. d. att. econ.";"Amministrazione pubblica rivolta alla regolamentazione delle attività economiche";6
"O";"842100";"Affari esteri";"Affari esteri";6
"O";"842201";"Difesa";"Difesa";6
"O";"842202";"Protezione civile";"Protezione civile";6
"O";"842301";"Amm. della giustizia, tribunali";"Amministrazione della giustizia, tribunali";6
"O";"842302";"Att. degli stabilimenti penitenziari";"Attività degli stabilimenti penitenziari";6
"O";"842400";"Ordine pubbl. e sicurezza nazionale";"Ordine pubblico e sicurezza nazionale";6
"O";"842500";"Attività dei vigili del fuoco";"Attività dei vigili del fuoco";6
"O";"843000";"Assicurazione AVS, AI, AD";"Assicurazione vecchiaia e superstiti (AVS), Assicurazione invalidità (AI), Assicurazione disoccupazione (AD)";6
"P";"851000";"Istruzione prescolastica";"Istruzione prescolastica";6
"P";"852001";"Scuole elementari";"Scuole elementari";6
"P";"852002";"Scuole con progr. d'insegnamento spec.";"Scuole con programma d'insegnamento speciale";6
"P";"852003";"Scuole obbligatorie nca";"Scuole obbligatorie n.c.a.";6
"P";"853101";"Scuole secondarie di primo grado";"Scuole secondarie di primo grado (scuole medie)";6
"P";"853102";"Scuole di prep. alla maturità";"Scuole di preparazione alla maturità";6
"P";"853103";"Scuole di formazione gen. di sec. grado";"Scuole di formazione generale di secondo grado";6
"P";"853200";"Istruzione sec. di formazione prof.";"Istruzione secondaria di formazione professionale";6
"P";"854100";"Istruzione superiore non universitaria";"Istruzione superiore non universitaria";6
"P";"854201";"Istituti superiori universitari";"Istituti superiori universitari";6
"P";"854202";"Scuole universitarie prof.";"Scuole universitarie professionali";6
"P";"854203";"Formazione professionale superiore";"Formazione professionale superiore";6
"P";"855100";"Corsi sportivi e ricreativi";"Corsi sportivi e ricreativi";6
"P";"855200";"Formazione culturale";"Formazione culturale";6
"P";"855300";"Attività di scuole guida";"Attività di scuole guida";6
"P";"855901";"Istruzione linguistica";"Istruzione linguistica";6
"P";"855902";"Istruzione informatica";"Istruzione informatica";6
"P";"855903";"Perfezionamento prof., form. d. adulti";"Perfezionamento professionale, formazione degli adulti";6
"P";"855904";"Altri servizi d'istruzione nca";"Altri servizi d'istruzione n.c.a.";6
"P";"856000";"Serv. di supporto all'istruzione";"Servizi di supporto all'istruzione";6
"Q";"861001";"Ospedali generali";"Ospedali generali";6
"Q";"861002";"Cliniche specializzate";"Cliniche specializzate";6
"Q";"862100";"Serv. degli studi medici generici";"Servizi degli studi medici generici";6
"Q";"862200";"Serv. degli studi medici specialistici";"Servizi degli studi medici specialistici";6
"Q";"862300";"Serv. degli studi medico-dentistici";"Servizi degli studi medico-dentistici";6
"Q";"869001";"Psicoterapia e psicologia";"Psicoterapia e psicologia";6
"Q";"869002";"Fisioterapia";"Fisioterapia";6
"Q";"869003";"Att. d'infermiere, cure a domicilio";"Attività di infermiere, cure a domicilio";6
"Q";"869004";"Att. di ostretiche e levatrici";"Attività di ostetriche e levatrici";6
"Q";"869005";"Altre attività paramediche";"Altre attività paramediche";6
"Q";"869006";"Laboratori di analisi cliniche";"Laboratori di analisi cliniche";6
"Q";"869007";"Altre attività sanitarie nca";"Altre attività sanitarie n.c.a.";6
"Q";"871000";"Case di cura medicalizzate";"Case di cura medicalizzate";6
"Q";"872001";"Istituti per tossicomani";"Istituti per tossicomani";6
"Q";"872002";"Ist.per il tratt. di casi psico-sociali";"Istituti per il trattamento di casi psico-sociali";6
"Q";"873001";"Case per anziani";"Case per anziani";6
"Q";"873002";"Istituti per handicappati";"Istituti per handicappati";6
"Q";"879001";"Istituti per bambini e adolescenti";"Istituti per bambini e adolescenti";6
"Q";"879002";"Centri di rieducazione";"Centri di rieducazione";6
"Q";"879003";"Altre forme di assist. sociale resid.";"Altre forme di assistenza sociale residenziale";6
"Q";"881000";"Assist. soc. non resid. per anziani";"Assistenza sociale non residenziale per anziani e disabili";6
"Q";"889100";"Asili-nido, strutt. per bambini";"Asili-nido e strutture per bambini in età prescolare";6
"Q";"889901";"Centri sociali, organ. caritative";"Centri sociali, organizzazioni caritative";6
"Q";"889902";"Altre forme di assist. sociale nca";"Altre forme di assistenza sociale n.c.a.";6
"R";"900101";"Rappresent. teatrali e di balletti";"Rappresentazioni teatrali e di balletti";6
"R";"900102";"Att. di orchestre, cori, musicisti";"Attività di orchestre, cori, musicisti";6
"R";"900200";"Att. di supporto a. rappresent. artist.";"Attività di supporto alle rappresentazioni artistiche";6
"R";"900301";"Att. di pittori, scult., artist. indip.";"Attività di pittori, scultori e altri artisti indipendenti";6
"R";"900302";"A. att. artistiche e letterarie";"Altre attività artistiche e letterarie";6
"R";"900303";"Giornalisti indipendenti";"Giornalisti indipendenti";6
"R";"900400";"Gest. di strutture artistiche";"Gestione di strutture artistiche";6
"R";"910100";"Att. di biblioteche e archivi";"Attività di biblioteche e archivi";6
"R";"910200";"Attività dei musei";"Attività dei musei";6
"R";"910300";"Gest. di luoghi e monumenti storici";"Gestione di luoghi e monumenti storici e simili attrazioni turistiche";6
"R";"910400";"Att. degli orti botanici";"Attività degli orti botanici, dei giardini zoologici e dei parchi naturali";6
"R";"920000";"Att. riguardanti scommesse";"Attività riguardanti scommesse e case da gioco";6
"R";"931100";"Gest. d'impianti sportivi";"Gestione di impianti sportivi";6
"R";"931200";"Associazioni sportive";"Associazioni sportive";6
"R";"931300";"Istituti di ginnastica e fitness";"Istituti di ginnastica e fitness";6
"R";"931900";"Altre att. sportive";"Altre attività sportive";6
"R";"932100";"Att. dei parchi di divertimento";"Attività dei parchi di divertimento e dei parchi tematici";6
"R";"932900";"Altre att. di intrattenimento";"Altre attività di intrattenimento e di divertimento";6
"S";"941100";"Att. di organ. economiche";"Attività di organizzazioni economiche e di datori di lavoro";6
"S";"941200";"Att. di organ. associative professionali";"Attività di organizzazioni associative professionali";6
"S";"942000";"Attività dei sindacati";"Attività dei sindacati";6
"S";"949101";"Parrocchie, curie e organ. religiose";"Parrocchie, curie e organizzazioni religiose";6
"S";"949102";"Conventi e congregazioni religiose";"Conventi e congregazioni religiose";6
"S";"949200";"Att. delle organizzazioni politiche";"Attività delle organizzazioni politiche";6
"S";"949901";"Organ. per il promovimento della cultura";"Organizzazioni per il promovimento della cultura, della formazione, delle scienze e della ricerca";6
"S";"949902";"Organizzazioni per la salute";"Organizzazioni per la salute";6
"S";"949903";"Associazioni giovanili";"Associazioni giovanili";6
"S";"949904";"Altre att. di organ. associative nca";"Altre attività di organizzazioni associative n.c.a.";6
"S";"951100";"Ripar. di computer, di unità periferiche";"Riparazione di computer e di unità periferiche";6
"S";"951200";"Ripar. di app. per le comunicazioni";"Riparazione di apparecchiature per le comunicazioni";6
"S";"952100";"Ripar. di prod. di el. di consumo";"Riparazione di prodotti di elettronica di consumo";6
"S";"952200";"Ripar. di elettrodomestici";"Riparazione di elettrodomestici e di articoli per la casa e il giardinaggio";6
"S";"952300";"Ripar. di calzature e art. in pelle";"Riparazione di calzature e articoli in pelle";6
"S";"952400";"Ripar. di mobili e di oggetti di arred.";"Riparazione di mobili e di oggetti di arredamento";6
"S";"952500";"Ripar. di orologi e di gioielli";"Riparazione di orologi e di gioielli";6
"S";"952900";"Ripar. di altri beni per uso pers.";"Riparazione di altri beni per uso personale e per la casa";6
"S";"960101";"Lavanderia";"Lavanderia";6
"S";"960102";"Pulitura a secco di art. tessili";"Pulitura a secco";6
"S";"960201";"Saloni di parrucchiere";"Saloni di parrucchiere";6
"S";"960202";"Istituti di bellezza";"Istituti di bellezza";6
"S";"960300";"Serv. di pompe funebri e att. conn.";"Servizi di pompe funebri e attività connesse";6
"S";"960401";"Saune, solarium";"Saune, solarium";6
"S";"960402";"A. serv. per il benessere fisico";"Altri servizi per migliorare il benessere fisico";6
"S";"960900";"Altre att. di servizi pers. nca";"Altre attività di servizi personali n.c.a.";6
"T";"970000";"Att. di fam. e conv. come datori di lav.";"Attività di famiglie e convivenze come datori di lavoro per personale domestico";6
"T";"981000";"Prod. di beni indiff. per uso proprio";"Produzione di beni indifferenziati per uso proprio da parte di famiglie e convivenze";6
"T";"982000";"Prod. di serv. indiff. per uso proprio";"Produzione di servizi indifferenziati per uso proprio da parte di famiglie e convivenze";6
"U";"990001";"Consolati";"Consolati";6
"U";"990002";"Ambasciate";"Ambasciate";6
"U";"990003";"Organ. internazionali";"Organizzazioni internazionali";6
